Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Position,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,CMP,ATT,YDS,Y/A,TD,SACKS,ATT.1,YDS.1,TD.1,FL,20+,TGT,REC,Y/R
176.0,Jordan Watkins (SF),,,,,,,,3.0,2.6,0.9,1.2%,WR,,,,19.0,,,,,,,,,0.0,26,,0.0,,,0.0,0.0,0.0,0.0,3.0,2.0,13.0
177.0,Gage Larvadain (CLE),,,,,,,,7.0,2.5,0.4,0.0%,WR,,,,14.0,,,,,,,,,1.0,22,,0.0,,,3.0,0.0,0.0,0.0,6.0,2.0,11.0
178.0,Beaux Collins (NYG),,,,,,,,9.0,2.5,0.3,0.1%,WR,,,,18.0,,,,,,,,,0.0,25,,0.0,,,0.0,0.0,0.0,0.0,6.0,2.0,12.5
179.0,Xavier Weaver (ARI),,,,,,,,5.0,2.4,0.5,0.0%,WR,,,,9.0,,,,,,,,,0.0,24,,0.0,,,0.0,0.0,0.0,0.0,7.0,3.0,8.0
180.0,Tay Martin (FA),,,,,,,,3.0,2.3,0.8,0.0%,WR,,,,14.0,,,,,,,,,0.0,23,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,11.5
181.0,Trent Sherfield Sr. (ARI),,,,,,,,10.0,2.1,0.2,0.0%,WR,,,,15.0,,,,,,,,,0.0,21,,0.0,,,0.0,0.0,0.0,0.0,4.0,3.0,7.0
182.0,Jake Bobo (SEA),,,,,,,,7.0,2.0,0.3,0.8%,WR,,,,17.0,,,,,,,,,0.0,20,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,10.0
183.0,Jared Wayne (HOU),,,,,,,,1.0,2.0,2.0,0.0%,WR,,,,17.0,,,,,,,,,0.0,20,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,10.0
184.0,Dylan Drummond (ATL),,,,,,,,3.0,1.8,0.6,0.0%,WR,,,,9.0,,,,,,,,,0.0,18,,0.0,,,0.0,0.0,0.0,0.0,3.0,3.0,6.0
185.0,David Moore (CAR),,,,,,,,4.0,1.7,0.4,0.8%,WR,,,,5.0,,,,,,,,,1.0,5,,0.0,,,12.0,0.0,0.0,0.0,1.0,1.0,5.0
186.0,Tim Jones (JAC),,,,,,,,4.0,1.5,0.4,0.0%,WR,,,,15.0,,,,,,,,,0.0,15,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,15.0
187.0,Mason Kinsey (TEN),,,,,,,,5.0,1.4,0.3,0.0%,WR,,,,14.0,,,,,,,,,0.0,14,,0.0,,,0.0,0.0,0.0,0.0,3.0,1.0,14.0
188.0,Dante Pettis (NO),,,,,,,,2.0,1.4,0.7,1.0%,WR,,,,14.0,,,,,,,,,0.0,14,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,14.0
189.0,Tai Felton (MIN),,,,,,,,9.0,0.9,0.1,0.6%,WR,,,,9.0,,,,,,,,,0.0,9,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,9.0
190.0,Scotty Miller (PIT),,,,,,,,8.0,0.9,0.1,0.1%,WR,,,,9.0,,,,,,,,,0.0,9,,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,9.0
191.0,Alex Bachman (LV),,,,,,,,9.0,0.9,0.1,0.0%,WR,,,,9.0,,,,,,,,,0.0,9,,0.0,,,0.0,0.0,0.0,0.0,2.0,1.0,9.0
192.0,Cedrick Wilson Jr. (MIA),,,,,,,,4.0,0.9,0.2,1.1%,WR,,,,7.0,,,,,,,,,0.0,9,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,4.5
193.0,Bryce Oliver (TEN),,,,,,,,2.0,0.8,0.4,0.0%,WR,,,,8.0,,,,,,,,,0.0,8,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,8.0
194.0,Darius Cooper (PHI),,,,,,,,7.0,0.7,0.1,1.5%,WR,,,,4.0,,,,,,,,,0.0,7,,0.0,,,0.0,0.0,0.0,0.0,2.0,2.0,3.5
195.0,Andre Baccellia (ARI),,,,,,,,2.0,0.5,0.3,0.0%,WR,,,,5.0,,,,,,,,,0.0,5,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,5.0
196.0,Anthony Gould (IND),,,,,,,,9.0,0.3,0.0,0.6%,WR,,,,3.0,,,,,,,,,0.0,3,,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0
197.0,Devin Duvernay (CHI),,,,,,,,11.0,0.2,0.0,0.6%,WR,,,,2.0,,,,,,,,,0.0,2,,0.0,,,0.0,0.0,0.0,0.0,3.0,1.0,2.0
198.0,KeAndre Lambert-Smith (LAC),,,,,,,,6.0,0.1,0.0,0.6%,WR,,,,1.0,,,,,,,,,0.0,1,,0.0,,,0.0,0.0,0.0,0.0,4.0,1.0,1.0
199.0,Jonathan Mingo (DAL),,,,,,,,1.0,0.0,0.0,0.6%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,Kevin Austin Jr. (NO),,,,,,,,2.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
201.0,Chris Tyree (NO),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.0,Malik Cunningham (DET),,,,,,,,0.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203.0,Ronnie Bell (NO),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204.0,AJ Henning (MIA),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205.0,Cornelius Johnson (BAL),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.0,Ja'Corey Brooks (WAS),,,,,,,,1.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.0,Traeshon Holden (DAL),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208.0,Chris Blair (ATL),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,Cornell Powell (PIT),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.0,Jermaine Burton (CIN),,,,,,,,0.0,0.0,0.0,0.6%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.0,Rondale Moore (MIN),,,,,,,,0.0,0.0,0.0,1.2%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212.0,Scotty Washington (BAL),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.0,Lawrence Cager (WAS),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214.0,K.J. Osborn (ATL),,,,,,,,0.0,0.0,0.0,2.6%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215.0,Quez Watkins (PHI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216.0,Dan Chisena (CAR),,,,,,,,1.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.0,Ihmir Smith-Marsette (NYG),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218.0,Seth Williams (LV),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219.0,D.J. Montgomery (IND),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,Quintez Cephus (HOU),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221.0,Brandon Aiyuk (SF),,,,,,,,0.0,0.0,0.0,39.8%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,Jeshaun Jones (MIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,JaQuae Jackson (LAC),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.0,Dayton Wade (BAL),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.0,John Rhys Plumlee (PIT),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226.0,Tejhaun Palmer (ARI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227.0,Qadir Ismail (CHI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.0,Dee Williams (CLE),,,,,,,,0.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,Joshua Cephus (JAC),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.0,Dominic Lovett (DET),,,,,,,,7.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0,Isaiah Neyor (GB),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232.0,Bub Means (NO),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233.0,Ja'Lynn Polk (NO),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234.0,Brenden Rice (SEA),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235.0,Eli Pancol (IND),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236.0,Dalen Cambre (NYG),,,,,,,,2.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237.0,Chandler Brayboy (JAC),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238.0,Quentin Skinner (NYJ),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.0,Jackson Meeks (DET),,,,,,,,2.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240.0,Jakobie Keeney-James (GB),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.0,Dontae Fleming (MIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.0,Tru Edwards (LAR),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243.0,Coleman Owen (IND),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.0,Junior Bergen (SF),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245.0,JP Richardson (CHI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246.0,Hal Presley III (TEN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.0,Jordan Moore (CIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248.0,Stephen Gosnell (BUF),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249.0,Courtney Jackson (SEA),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,Luke Grimm (LAC),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.0,Brennan Presley (LAR),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,Cade McDonald (FA),,,,,,,,1.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253.0,Dalevon Campbell (LAC),,,,,,,,2.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254.0,Kyrese Rowan (DEN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.0,Tyrone Broden (SEA),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256.0,Jahdae Walker (CHI),,,,,,,,3.0,0.0,0.0,0.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257.0,Jeremiah Webb (NE),,,,,,,,1.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.0,Jimmy Holiday (SEA),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.0,Ja'seem Reed (CAR),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260.0,Luke Floriea (CLE),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261.0,Josh Kelly (HOU),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262.0,Nick Nash (ATL),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263.0,TJ Moore (NYG),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264.0,Will Sheppard (GB),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265.0,John Jiles (NE),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266.0,Theo Wease Jr. (MIA),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267.0,Jalen Royals (KC),,,,,,,,4.0,0.0,0.0,1.3%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268.0,Da'Quan Felton (NYG),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269.0,Ricky White III (SEA),,,,,,,,2.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270.0,Jacksin Meeks (DET),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271.0,Efton Chism III (NE),,,,,,,,5.0,0.0,0.0,0.6%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272.0,Traeshin Holden (DAL),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273.0,Jamaal Pritchett (NYJ),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274.0,Garrett Greene (TB),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275.0,Velus Jones Jr. (SEA),,,,,,,,4.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276.0,Danny Gray (PHI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277.0,Justin Shorter (LV),,,,,,,,5.0,0.0,0.0,1.9%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278.0,Deven Thompkins (ATL),,,,,,,,1.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279.0,Brandon Johnson (TB),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.0,Britain Covey (PHI),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281.0,Jacoby Jones (WAS),,,,,,,,2.0,0.0,0.0,0.0%,WR,,,,25.0,,,,,,,,,0.0,25,,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,25.0
282.0,A.T. Perry (DEN),,,,,,,,0.0,0.0,0.0,1.6%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283.0,Michael Woods II (GB),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284.0,Avery Williams (FA),,,,,,,,1.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285.0,Brandon Smith (NYJ),,,,,,,,1.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286.0,Ainias Smith (CAR),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287.0,Jalen McMillan (TB),,,,,,,,0.0,0.0,0.0,3.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288.0,Simi Fehoko (ARI),,,,,,,,7.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289.0,Samori Toure (NO),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290.0,DJ Turner (LV),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291.0,Tyler Scott (LAR),,,,,,,,0.0,0.0,0.0,1.7%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292.0,Jalen Brooks (ARI),,,,,,,,1.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293.0,Trey Palmer (NO),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294.0,Jacob Cowing (SF),,,,,,,,1.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.0,Johnny Wilson (PHI),,,,,,,,0.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296.0,Bryce Ford-Wheaton (NYG),,,,,,,,0.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.0,Jalen Cropper (DAL),,,,,,,,4.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.0,Tank Dell (HOU),,,,,,,,0.0,0.0,0.0,1.8%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299.0,Shedrick Jackson (LV),,,,,,,,1.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,Jason Brownlee (KC),,,,,,,,5.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
301.0,Maurice Alexander (CHI),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302.0,Lance McCutcheon (TEN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.0,Kaden Davis (CLE),,,,,,,,2.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.0,Kendric Pryor (CIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.0,Dennis Houston (TB),,,,,,,,0.0,0.0,0.0,1.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306.0,Irvin Charles (NYJ),,,,,,,,0.0,0.0,0.0,1.1%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.0,Patrick Edwards (DET),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.0,Kenny McKinley (DEN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.0,Nate Hughes (JAC),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310.0,Mike Furrey (WAS),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311.0,Marko Mitchell (MIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,Maurice Purify (CIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,Chris Henry (CIN),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314.0,Bobby Wade (WAS),,,,,,,,0.0,0.0,0.0,0.0%,WR,,,,0.0,,,,,,,,,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
